FULL NAME,TEAM,AGE,DATE OF BIRTH,HEIGHT,WEIGHT,TEAM,NATIONALITY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Kevin Love,CLE,33,8-Jun,80,251,UCLA,USA,2008,1,5,50,14.3,7.3,2.1,5.2,0.05,0.258,0.249,0.593,0.153
Kevin Pangos,CLE,29,1-Jun,73,179,Gonzaga,Canada,Undrafted,Undrafted,Undrafted,24,1.6,0.5,1.3,-12.1,0.012,0.057,0.143,0.408,0.246
Kevin Porter Jr.,HOU,21,4-Jun,76,203,Southern California,USA,2019,1,30,39,13.7,3.9,6.2,-7.3,0.024,0.101,0.234,0.517,0.315
Kevon Looney,GSW,26,9-Jun,81,222,UCLA,USA,2015,1,30,59,6.3,7.6,1.7,7.3,0.127,0.211,0.129,0.572,0.11
Khem Birch,TOR,29,9-Jun,81,233,UNLV,Canada,Undrafted,Undrafted,Undrafted,31,5,4.5,1.1,3,0.116,0.127,0.11,0.561,0.08
Khris Middleton,MIL,30,7-Jun,79,222,Texas A&M,USA,2012,2,39,48,19.4,5.5,5.3,5.2,0.019,0.138,0.254,0.571,0.243
Killian Hayes,DET,20,5-Jun,77,195,None,France,2020,1,7,46,6.2,2.9,4.1,-12.9,0.018,0.098,0.149,0.449,0.243
Killian Tillie,MEM,23,9-Jun,81,220,Gonzaga,France,Undrafted,Undrafted,Undrafted,32,3.6,1.7,0.6,6.9,0.042,0.082,0.125,0.481,0.059
Kira Lewis Jr.,NOP,20,1-Jun,73,170,Alabama,USA,2020,1,13,24,5.9,1.6,2,-14.1,0.023,0.083,0.209,0.466,0.239
Klay Thompson,GSW,32,6-Jun,78,220,Washington State,USA,2011,1,11,16,17.1,3.8,3.1,7,0.015,0.119,0.281,0.545,0.189
Kristaps Porzingis,WAS,26,3-Jul,87,240,None,Latvia,2015,1,4,34,19.2,7.7,2,1.8,0.062,0.19,0.274,0.561,0.116
Kyle Anderson,MEM,28,9-Jun,81,230,UCLA,USA,2014,1,30,47,7.6,5.2,2.7,0.9,0.039,0.193,0.16,0.495,0.164
Kyle Guy,MIA,24,1-Jun,73,167,Virginia,USA,2019,2,55,15,4.9,0.9,1.1,-9.9,0.011,0.063,0.179,0.567,0.156
Kyle Kuzma,WAS,26,9-Jun,81,221,Utah,USA,2017,1,27,55,16.3,8.8,3.1,-5.5,0.035,0.218,0.229,0.546,0.144
Kyle Lowry,MIA,35,Jun-00,72,196,Villanova,USA,2006,1,24,46,13.3,4.6,7.9,5.9,0.017,0.115,0.183,0.572,0.334
Kyrie Irving,BKN,29,2-Jun,74,195,Duke,Australia,2011,1,1,14,24.1,4.8,5.4,-0.1,0.015,0.117,0.282,0.555,0.233
LaMarcus Aldridge,BKN,36,11-Jun,83,250,Texas-Austin,USA,2006,1,2,39,13.8,5.7,0.8,3.4,0.072,0.163,0.227,0.607,0.057
LaMelo Ball,CHA,20,7-Jun,79,180,None,USA,2020,1,3,53,20,7.1,7.5,-0.4,0.045,0.16,0.269,0.543,0.341
Lamar Stevens,CLE,24,6-Jun,78,230,Penn State,USA,Undrafted,Undrafted,Undrafted,41,5,2.2,0.6,0.1,0.049,0.099,0.162,0.529,0.067
Lance Stephenson,IND,31,5-Jun,77,210,Cincinnati,USA,2010,2,40,30,8.4,3,3.7,-1.2,0.018,0.149,0.217,0.532,0.295
Landry Shamet,PHX,24,4-Jun,76,190,Wichita State,USA,2018,1,26,45,7.4,1.9,1.6,6.7,0.012,0.078,0.155,0.529,0.109
Langston Galloway,MIL,30,1-Jun,73,200,St. Joseph's (PA),USA,Undrafted,Undrafted,Undrafted,7,2,2.6,1.7,-6.6,0.023,0.106,0.118,0.269,0.156
Larry Nance Jr.,NOP,29,7-Jun,79,245,Wyoming,USA,2015,1,27,37,6.9,5.6,2,-1.5,0.066,0.177,0.125,0.581,0.125
Lauri Markkanen,CLE,24,11-Jun,83,240,Arizona,Finland,2017,1,7,38,13.6,5.3,1.5,6.8,0.037,0.131,0.185,0.557,0.068
LeBron James,LAL,37,9-Jun,81,250,None,USA,2003,1,1,41,29.1,7.9,6.5,-0.7,0.031,0.177,0.308,0.615,0.31
Leandro Bolmaro,MIN,21,6-Jun,78,200,None,Argentina,2020,1,23,25,1.1,1.4,0.4,-8.7,0.069,0.102,0.103,0.389,0.082
Lindell Wigginton,MIL,23,1-Jun,73,189,Iowa State,Canada,2019,,,10,4.4,1.5,0.7,-7,0.01,0.124,0.146,0.694,0.099
Lindy Waters III,OKC,24,6-Jun,78,215,Oklahoma State,USA,Undrafted,Undrafted,Undrafted,3,1.7,0.3,0,0,0,0.071,0.083,0.833,0
Lonnie Walker IV,SAS,23,4-Jun,76,204,Miami,USA,2018,1,18,54,11.2,2.6,2.3,-2.2,0.011,0.094,0.229,0.493,0.143
Lonzo Ball,CHI,24,6-Jun,78,190,UCLA,USA,2017,1,2,35,13,5.4,5.1,3.1,0.029,0.125,0.17,0.575,0.203
Lou Williams,ATL,35,2-Jun,74,175,None,USA,2005,2,45,40,6.8,1.6,2,0.9,0.02,0.081,0.22,0.51,0.214
Louis King,SAC,22,7-Jun,79,205,Oregon,USA,Undrafted,Undrafted,Undrafted,10,4.5,1.2,0.9,-11.9,0,0.115,0.195,0.438,0.125
Luguentz Dort,OKC,22,3-Jun,75,215,Arizona State,Canada,Undrafted,Undrafted,Undrafted,51,17.2,4.2,1.7,-8.1,0.02,0.097,0.228,0.541,0.087
Luka Doncic,DAL,22,7-Jun,79,230,None,Slovenia,2018,1,3,44,27.5,9.2,9,4.3,0.024,0.23,0.364,0.554,0.474
Luka Garza,DET,23,10-Jun,82,243,Iowa,USA,2021,2,52,29,5.2,3,0.6,-5.7,0.128,0.117,0.185,0.53,0.076
Luke Kennard,LAC,25,5-Jun,77,206,Duke,USA,2017,1,12,50,11.8,3.5,2.3,3.3,0.008,0.106,0.158,0.616,0.119
Luke Kornet,BOS,26,2-Jul,86,250,Vanderbilt,USA,Undrafted,Undrafted,Undrafted,4,1,1.5,0.5,31.3,0.097,0.107,0.139,0.194,0.08
MJ Walker,PHX,23,5-Jun,77,213,Florida State,USA,Undrafted,Undrafted,Undrafted,2,0,0.5,0.5,-19.5,0,0.143,0.138,0,0.167
Mac McClung,CHI,23,2-Jun,74,185,Texas Tech,USA,Undrafted,Undrafted,Undrafted,1,2,0,0,-14.3,0,0,0.333,1,0
Malachi Flynn,TOR,23,1-Jun,73,175,San Diego State,USA,2020,1,29,34,2.9,1.1,1.1,-6.5,0.019,0.095,0.16,0.442,0.173
Malcolm Brogdon,IND,29,5-Jun,77,229,Virginia,USA,2016,2,36,28,18.5,5.1,5.9,2.4,0.025,0.123,0.241,0.558,0.279
Malcolm Hill,CHI,26,6-Jun,78,220,Illinois,USA,Undrafted,Undrafted,Undrafted,16,4.4,2,0.3,-5.9,0.057,0.108,0.119,0.646,0.027
Malik Beasley,MIN,25,4-Jun,76,187,Florida State,USA,2016,1,19,59,11.9,3,1.5,-1.7,0.014,0.102,0.197,0.511,0.087
Malik Fitts,UTA,24,5-Jun,77,230,None,USA,Undrafted,Undrafted,Undrafted,7,0.9,1.4,0,-38.2,0,0.208,0.136,0.333,0
Malik Monk,LAL,24,3-Jun,75,200,Kentucky,USA,2017,1,11,52,13,3.3,2.4,3.3,0.015,0.098,0.188,0.6,0.128
Malik Newman,CLE,24,3-Jun,75,190,Kansas,USA,2018,,,1,8,1,1,8.3,0,0.1,0.438,0.68,1
Mamadi Diakite,OKC,25,9-Jun,81,228,Virginia,Guinea,Undrafted,Undrafted,Undrafted,13,4.3,4.5,0.2,-3.2,0.084,0.216,0.136,0.54,0.018
Marcus Garrett,MIA,23,5-Jun,77,205,Kansas,USA,Undrafted,Undrafted,Undrafted,12,1.1,1.9,0.6,5.8,0.072,0.108,0.086,0.28,0.069
Marcus Morris Sr.,LAC,32,8-Jun,80,218,Kansas,USA,2011,1,14,36,16.2,4.8,2.2,-5.3,0.018,0.137,0.23,0.554,0.114
Marcus Smart,BOS,27,4-Jun,76,220,Oklahoma State,USA,2014,1,6,50,11.7,3.9,5.3,8.8,0.019,0.092,0.17,0.531,0.226
Markieff Morris,MIA,32,9-Jun,81,245,Kansas,USA,2011,1,13,10,7.7,2.8,1.4,9.5,0.072,0.073,0.19,0.533,0.102
Marko Simonovic,CHI,22,11-Jun,83,220,None,Montenegro,2020,2,44,9,1.9,1.1,0,1.2,0.122,0.119,0.247,0.428,0
Markus Howard,DEN,22,10-May,70,175,Marquette,USA,Undrafted,Undrafted,Undrafted,22,4.1,0.3,0.3,4.5,0,0.049,0.252,0.568,0.075
Marquese Chriss,DAL,24,9-Jun,81,240,Washington,USA,2016,1,8,23,5,3.5,0.5,1.3,0.086,0.211,0.212,0.526,0.078
Marvin Bagley III,DET,22,11-Jun,83,235,Duke,USA,2018,1,2,32,9.2,7.2,0.6,-4.3,0.091,0.221,0.18,0.513,0.038
Mason Jones,LAL,23,4-Jun,76,200,Arkansas,USA,Undrafted,Undrafted,Undrafted,2,2.5,1,0,-18.6,0.071,0.091,0.455,0.282,0
Mason Plumlee,CHA,31,11-Jun,83,254,Duke,USA,2013,1,22,51,6.7,8,3.1,-1.2,0.09,0.201,0.115,0.596,0.162
Matisse Thybulle,PHI,24,5-Jun,77,201,Washington,USA,2019,1,20,43,5.6,2.3,1.2,0.1,0.021,0.065,0.093,0.576,0.063
Matt Mooney,NYK,27,2-Jun,74,199,Texas Tech,USA,Undrafted,Undrafted,Undrafted,1,0,0,0,-100,0,0,0.4,0,0
Matt Thomas,CHI,27,3-Jun,75,190,Iowa State,USA,Undrafted,Undrafted,Undrafted,35,4.3,1.4,0.6,0.3,0.007,0.094,0.134,0.553,0.06
Maurice Harkless,SAC,28,7-Jun,79,220,St. John's,USA,2012,1,15,41,5.1,2.6,0.5,-3.5,0.015,0.111,0.113,0.558,0.036
Max Strus,MIA,25,5-Jun,77,215,DePaul,USA,Undrafted,Undrafted,Undrafted,47,10.7,3.2,1.3,3.5,0.017,0.117,0.176,0.602,0.081
Maxi Kleber,DAL,30,10-Jun,82,240,None,Germany,Undrafted,Undrafted,Undrafted,42,8,6,1.1,3.8,0.049,0.175,0.131,0.594,0.064
McKinley Wright IV,MIN,23,11-May,71,192,Colorado,USA,Undrafted,Undrafted,Undrafted,3,1.7,0,0.3,-61.9,0,0,0.167,0.833,0.333
Micah Potter,DET,23,10-Jun,82,248,Wisconsin,USA,Undrafted,Undrafted,Undrafted,3,4,3,0,-56.4,0.095,0.125,0.148,0.505,0
Michael Porter Jr.,DEN,23,10-Jun,82,218,Missouri,USA,2018,1,14,9,9.9,6.6,1.9,9.8,0.035,0.172,0.192,0.416,0.085
Mikal Bridges,PHX,25,6-Jun,78,209,Villanova,USA,2018,1,10,58,13.4,4.3,2.1,9.8,0.03,0.089,0.142,0.623,0.079
Mike Conley,UTA,34,1-Jun,73,175,Ohio State,USA,2007,1,4,52,13.8,3.1,5.3,10.3,0.022,0.082,0.203,0.58,0.276
Mike Muscala,OKC,30,10-Jun,82,240,Bucknell,USA,2013,2,44,43,8,3,0.5,1.8,0.032,0.166,0.198,0.63,0.06
Miles Bridges,CHA,23,7-Jun,79,225,Michigan State,USA,2018,1,12,58,20,7.2,3.6,0.6,0.03,0.158,0.221,0.579,0.145
Miles McBride,NYK,21,1-Jun,73,195,West Virginia,USA,2021,2,36,21,1.8,0.8,1.1,11,0.013,0.095,0.181,0.318,0.23
Mitchell Robinson,NYK,23,Jul-00,84,240,Western Kentucky,USA,2018,2,36,53,8.4,8.7,0.4,-1.2,0.139,0.185,0.109,0.73,0.026
Miye Oni,UTA,24,5-Jun,77,206,Yale,USA,2019,2,58,16,0.3,0.4,0.3,-33.3,0.024,0.118,0.095,0.265,0.179
Mo Bamba,ORL,23,Jul-00,84,231,Texas-Austin,USA,2018,1,6,49,10,7.9,1.3,-11.9,0.075,0.207,0.166,0.562,0.081
Monte Morris,DEN,26,2-Jun,74,183,Iowa State,USA,2017,2,51,52,12.7,3,4.3,7.5,0.013,0.084,0.177,0.568,0.196
Montrezl Harrell,CHA,28,7-Jun,79,240,Louisville,USA,2015,2,32,50,14.4,6.8,2,2.9,0.088,0.174,0.203,0.681,0.132
Moritz Wagner,ORL,24,11-Jun,83,245,Michigan,Germany,2018,1,25,45,7.6,2.4,1.1,-5.3,0.037,0.152,0.224,0.627,0.141
Moses Brown,DAL,22,2-Jul,86,245,UCLA,USA,Undrafted,Undrafted,Undrafted,26,3.1,2.3,0,1.1,0.092,0.232,0.213,0.588,0.01
Moses Moody,GSW,19,5-Jun,77,211,Arkansas,USA,2021,1,14,34,3.2,1.4,0.3,-6.3,0.024,0.111,0.15,0.502,0.052
Moses Wright,LAC,23,8-Jun,80,226,Georgia Tech,USA,Undrafted,Undrafted,Undrafted,1,0,0,1,33.3,0,0,0,0,1
Mychal Mulder,ORL,27,3-Jun,75,184,Kentucky,Canada,Undrafted,Undrafted,Undrafted,15,3.7,1.4,0.2,-12.8,0.009,0.095,0.164,0.405,0.024
Myles Powell,PHI,24,2-Jun,74,195,Seton Hall,USA,Undrafted,Undrafted,Undrafted,11,1.2,0.5,0.3,-15.1,0.019,0.098,0.163,0.364,0.088
Myles Turner,IND,25,11-Jun,83,250,Texas-Austin,USA,2015,1,11,42,12.9,7.1,1,-0.3,0.052,0.188,0.173,0.615,0.053
Naji Marshall,NOP,24,7-Jun,79,220,Xavier,USA,Undrafted,Undrafted,Undrafted,32,3.8,2.1,0.8,-3.8,0.042,0.159,0.194,0.486,0.127
Nassir Little,POR,22,5-Jun,77,220,North Carolina,USA,2019,1,25,42,9.8,5.6,1.3,-0.9,0.052,0.158,0.155,0.575,0.074
Nate Hinton,IND,22,5-Jun,77,210,Houston,USA,Undrafted,Undrafted,Undrafted,2,0,0,0,76.2,0,0,0.25,0,0
Nathan Knight,MIN,24,10-Jun,82,253,William & Mary,USA,Undrafted,Undrafted,Undrafted,28,3.1,2.1,0.5,-0.5,0.103,0.164,0.187,0.58,0.115
Naz Reid,MIN,22,9-Jun,81,264,Louisiana State,USA,Undrafted,Undrafted,Undrafted,56,8.1,3.9,0.9,-4.2,0.076,0.152,0.209,0.566,0.086
Neemias Queta,SAC,22,Jul-00,84,248,Utah State,Portugal,2021,2,39,10,2.1,1.9,0.4,-5,0.149,0.14,0.195,0.417,0.108
Nemanja Bjelica,GSW,33,9-Jun,81,234,None,Serbia,2010,2,35,53,6.2,3.9,1.9,5.5,0.055,0.187,0.186,0.554,0.186
Nerlens Noel,NYK,27,11-Jun,83,220,Kentucky,USA,2013,1,6,25,3.4,5.6,0.9,-5.7,0.084,0.161,0.072,0.581,0.06
Nic Claxton,BKN,22,11-Jun,83,215,Georgia,USA,2019,2,31,25,9.1,5.6,0.8,-7.1,0.104,0.141,0.159,0.639,0.063
Nick Richards,CHA,24,Jul-00,84,245,Kentucky,Jamaica,2020,2,42,41,3.4,2,0.3,-12.1,0.082,0.145,0.143,0.707,0.057
Nickeil Alexander-Walker,UTA,23,5-Jun,77,205,Virginia Tech,Canada,2019,1,17,52,12.3,3.2,2.7,-4,0.026,0.099,0.243,0.473,0.166
Nicolas Batum,LAC,33,8-Jun,80,230,None,France,2008,1,25,40,8.8,4.5,1.5,-4.3,0.018,0.153,0.13,0.641,0.089
Nik Stauskas,MIA,28,6-Jun,78,207,Michigan,Canada,2014,1,8,2,5.5,1.5,0.5,32.3,0.037,0.074,0.161,0.564,0.05
Nikola Jokic,DEN,27,11-Jun,83,284,None,Serbia,2014,2,41,52,26,13.8,7.9,10.1,0.092,0.314,0.305,0.653,0.39
Nikola Vucevic,CHI,31,10-Jun,82,260,Southern California,Montenegro,2011,1,16,52,18.2,11.7,3.6,2.9,0.062,0.283,0.243,0.536,0.164
Norman Powell,LAC,28,3-Jun,75,215,UCLA,USA,2015,2,46,43,18.8,3.3,2.2,-8.7,0.014,0.088,0.229,0.595,0.106
Norvel Pelle,UTA,29,10-Jun,82,231,Iona,USA,Undrafted,Undrafted,Undrafted,3,2,2,0,-54.2,0.15,0.158,0.152,0.6,0
OG Anunoby,TOR,24,7-Jun,79,232,Indiana,United Kingdom,2017,1,23,42,17.5,5.5,2.6,2.1,0.04,0.114,0.208,0.538,0.108
Obi Toppin,NYK,23,9-Jun,81,220,Dayton,USA,2020,1,8,54,7.3,3.6,0.9,8,0.062,0.163,0.202,0.58,0.098
Olivier Sarr,OKC,22,Jul-00,84,240,Kentucky,France,Undrafted,Undrafted,Undrafted,2,2,2.5,0,-32.4,0,0.294,0.138,0.515,0
Omer Yurtseven,MIA,23,11-Jun,83,275,Georgetown,Turkey,Undrafted,Undrafted,Undrafted,42,6.2,6,1,4.9,0.121,0.298,0.193,0.559,0.114
Onyeka Okongwu,ATL,21,8-Jun,80,240,Southern California,USA,2020,1,6,26,8.7,5.5,1.1,7,0.105,0.144,0.14,0.737,0.075
Oshae Brissett,IND,23,7-Jun,79,210,Syracuse,Canada,Undrafted,Undrafted,Undrafted,47,7.2,4.7,0.8,-5.4,0.068,0.16,0.157,0.514,0.059
Otto Porter Jr.,GSW,28,8-Jun,80,198,Georgetown,USA,2013,1,3,48,8.4,5.2,1.5,9.8,0.047,0.183,0.147,0.596,0.102
P.J. Dozier,DEN,25,6-Jun,78,205,South Carolina,USA,Undrafted,Undrafted,Undrafted,18,5.4,3.5,1.6,-12.9,0.038,0.144,0.147,0.463,0.135
P.J. Tucker,MIA,36,5-Jun,77,245,Texas-Austin,USA,2006,2,35,52,8.5,5.5,2.1,7.4,0.053,0.142,0.122,0.618,0.106
P.J. Washington,CHA,23,7-Jun,79,230,Kentucky,USA,2019,1,12,43,9.8,5.6,2,-0.3,0.047,0.165,0.16,0.577,0.113
Paris Bass,PHX,26,8-Jun,80,200,Detroit Mercy,USA,Undrafted,Undrafted,Undrafted,2,3,2,0,0.7,0.2,0.222,0.36,0.436,0
Pascal Siakam,TOR,27,8-Jun,80,230,New Mexico State,Cameroon,2016,1,27,44,21.9,8.7,5.2,4.9,0.052,0.18,0.252,0.564,0.222
Pat Connaughton,MIL,29,5-Jun,77,209,Notre Dame,USA,2015,2,41,54,10.1,4.4,1.2,-0.4,0.024,0.13,0.132,0.63,0.064
Patrick Beverley,MIN,33,1-Jun,73,180,Arkansas,USA,2009,2,42,40,9.2,4.4,4.9,4.7,0.039,0.122,0.155,0.532,0.251
Patrick Williams,CHI,20,7-Jun,79,215,Florida State,USA,2020,1,4,5,6.6,2.2,0.6,5.3,0.008,0.08,0.093,0.666,0.033
Patty Mills,BKN,33,Jun-00,72,180,St.Mary's College of California,Australia,2009,2,55,58,13.4,2.2,2.6,2.3,0.008,0.058,0.169,0.583,0.114
Paul George,LAC,31,8-Jun,80,220,Fresno State,USA,2010,1,10,26,24.7,7.1,5.5,1.3,0.012,0.175,0.332,0.528,0.276
Paul Millsap,PHI,37,7-Jun,79,257,Louisiana Tech,USA,2006,2,47,26,3.7,3.7,1,-3.4,0.097,0.191,0.162,0.46,0.142
Paul Reed,PHI,22,9-Jun,81,210,DePaul,USA,2020,2,58,24,2.4,2.7,0.4,-12.8,0.122,0.151,0.13,0.45,0.065
Paul Watson,OKC,27,6-Jun,78,210,Fresno State,USA,Undrafted,Undrafted,Undrafted,9,3.4,3,0.9,-17.9,0.016,0.145,0.106,0.432,0.074
Payton Pritchard,BOS,24,1-Jun,73,195,Oregon,USA,2020,1,26,49,4.7,1.6,1.7,-3.9,0.022,0.091,0.179,0.504,0.228
Petr Cornelie,DEN,26,11-Jun,83,220,None,France,2016,2,53,13,1.1,1.1,0.2,5.8,0.159,0.219,0.208,0.418,0.115
Precious Achiuwa,TOR,22,8-Jun,80,225,Memphis,Nigeria,2020,1,20,48,7.5,6.9,1.1,1.1,0.085,0.205,0.163,0.467,0.074
Quentin Grimes,NYK,21,4-Jun,76,210,Houston,USA,2021,1,25,39,6.5,2,1,-3.6,0.029,0.075,0.148,0.584,0.093
Quinndary Weatherspoon,GSW,25,3-Jun,75,205,Mississippi State,USA,2019,2,49,5,2.8,1.2,0.4,-9.6,0.03,0.2,0.173,0.643,0.1
R.J. Hampton,ORL,21,4-Jun,76,175,None,USA,2020,1,24,42,7.2,2.9,2.4,-16,0.016,0.133,0.194,0.478,0.213
RJ Barrett,NYK,21,6-Jun,78,214,Duke,Canada,2019,1,3,48,18,5.7,2.6,-5.9,0.024,0.138,0.251,0.513,0.133
RJ Nembhard Jr.,CLE,22,4-Jun,76,200,TCU,USA,Undrafted,Undrafted,Undrafted,7,1.6,0.3,1.4,-0.8,0,0.042,0.14,0.463,0.385
Rajon Rondo,CLE,35,1-Jun,73,180,Kentucky,USA,2006,1,21,31,4.8,3,4.1,-5.2,0.021,0.124,0.156,0.471,0.338
Raul Neto,WAS,29,2-Jun,74,180,None,Brazil,2013,2,47,49,7.8,2,2.8,-2,0.009,0.087,0.184,0.526,0.2
Rayjon Tucker,DEN,24,3-Jun,75,209,Arkansas-Little Rock,USA,Undrafted,Undrafted,Undrafted,3,2,1.3,1.3,4.3,0.056,0.103,0.053,0.798,0.143
Reggie Bullock,DAL,30,6-Jun,78,205,North Carolina,USA,2013,1,25,49,8.2,3.4,1,7.6,0.016,0.113,0.13,0.572,0.059
Reggie Jackson,LAC,31,2-Jun,74,208,Boston College,USA,2011,1,24,57,16.6,3.4,4.5,-1.5,0.015,0.089,0.268,0.492,0.233
Reggie Perry,IND,21,8-Jun,80,250,Mississippi State,USA,2020,2,57,3,4.3,2.7,0.7,-13.4,0.031,0.122,0.094,0.597,0.056
Richaun Holmes,SAC,28,10-Jun,82,235,Bowling Green,USA,2015,2,37,41,11,7.4,1.1,-5.7,0.082,0.202,0.156,0.697,0.071
Ricky Rubio,IND,31,2-Jun,74,190,None,Spain,2009,1,5,34,13.1,4.1,6.6,9.1,0.015,0.122,0.234,0.488,0.348
Rob Edwards,OKC,25,5-Jun,77,205,Arizona State,USA,Undrafted,Undrafted,Undrafted,2,1.5,1.5,0,-59.1,0,0.214,0.227,0.375,0
Robert Covington,LAC,31,7-Jun,79,209,Tennessee State,USA,Undrafted,Undrafted,Undrafted,55,7.6,5.5,1.4,-1.5,0.031,0.16,0.127,0.528,0.066
Robert Williams III,BOS,24,9-Jun,81,237,Texas A&M,USA,2018,1,27,47,10,9.7,2,8.4,0.129,0.177,0.114,0.738,0.096
Robert Woodard II,SAC,22,6-Jun,78,235,Mississippi State,USA,2020,2,40,12,0.6,0.9,0.3,16.7,0.086,0.146,0.158,0.207,0.086
Robin Lopez,ORL,33,Jul-00,84,281,Stanford,USA,2008,1,15,27,7.7,3.6,1.6,-7,0.102,0.087,0.193,0.585,0.159
Rodney Hood,LAC,29,8-Jun,80,208,Duke,USA,2014,1,23,41,3.1,1.7,0.8,-1.4,0.021,0.084,0.104,0.467,0.075
Rodney McGruder,DET,30,4-Jun,76,205,Kansas State,USA,Undrafted,Undrafted,Undrafted,33,4.5,1.9,0.8,-0.2,0.035,0.098,0.131,0.581,0.088
Romeo Langford,SAS,22,5-Jun,77,216,Indiana,USA,2019,1,14,44,4.7,2.4,0.4,0.3,0.037,0.093,0.124,0.52,0.039
Royce O'Neale,UTA,28,5-Jun,77,226,Baylor,USA,Undrafted,Undrafted,Undrafted,54,7.6,4.9,2.5,6.3,0.025,0.124,0.094,0.643,0.102
Rudy Gay,UTA,35,8-Jun,80,250,Connecticut,USA,2006,1,8,35,8.9,4.6,1.1,7.3,0.049,0.17,0.19,0.551,0.081
Rudy Gobert,UTA,29,1-Jul,85,258,None,France,2013,1,27,44,15.7,14.8,1.2,11.4,0.111,0.314,0.167,0.73,0.054
Rui Hachimura,WAS,24,8-Jun,80,230,Gonzaga,Japan,2019,1,9,18,8.9,3.3,1,-2.7,0.021,0.146,0.207,0.554,0.088
Russell Westbrook,LAL,33,3-Jun,75,200,UCLA,USA,2008,1,4,57,18.3,7.8,7.5,-3.1,0.038,0.172,0.266,0.506,0.333
Saben Lee,DET,22,2-Jun,74,183,Vanderbilt,USA,2020,2,38,28,4.9,2.4,2.3,-7.1,0.021,0.137,0.169,0.486,0.245
Saddiq Bey,DET,22,7-Jun,79,215,Villanova,USA,2020,1,19,58,15.9,5.8,2.8,-11.5,0.037,0.133,0.207,0.518,0.135
Sam Dekker,TOR,27,8-Jun,80,219,Wisconsin,USA,2015,1,18,1,0,0,0,-250,0,0,0,0,0
Sam Hauser,BOS,24,7-Jun,79,217,Virginia,USA,Undrafted,Undrafted,Undrafted,11,1.9,0.6,0.4,-1.7,0.016,0.086,0.136,0.553,0.133
Sam Merrill,MEM,25,4-Jun,76,205,Utah State,USA,2020,2,60,6,4.2,1.2,0.7,-11.1,0.012,0.107,0.178,0.485,0.108
Sandro Mamukelashvili,MIL,22,9-Jun,81,240,Seton Hall,Georgia,2021,2,54,34,3,1.8,0.5,-18.8,0.084,0.102,0.134,0.565,0.08
Santi Aldama,MEM,21,11-Jun,83,215,Loyola-Maryland,Spain,2021,1,30,27,3.3,2.4,0.5,2.7,0.069,0.147,0.16,0.425,0.069
Scottie Barnes,TOR,20,7-Jun,79,225,Florida State,USA,2021,1,4,49,14.4,7.4,3.3,1.1,0.062,0.144,0.182,0.536,0.142
Scottie Lewis,CHA,21,5-Jun,77,185,Florida,USA,2021,2,56,2,0.5,0,0.5,-11.8,0,0,0.059,0.568,0.2
Scotty Hopson,OKC,32,7-Jun,79,204,Tennessee,USA,2011,0,0,1,4,1,1,-18.4,0,0.043,0.143,0.5,0.091
Sekou Doumbouya,LAL,21,9-Jun,81,230,None,France,2019,1,15,2,7,3,0,67.8,0.111,0.182,0.286,0.717,0
Semi Ojeleye,LAC,27,6-Jun,78,240,Southern Methodist,USA,2017,2,37,22,2.9,2.7,0.2,-19.8,0.069,0.099,0.119,0.381,0.024
Serge Ibaka,MIL,32,10-Jun,82,235,None,Republic of the Congo,2008,1,24,38,6.6,4.4,1,-3.9,0.066,0.185,0.18,0.565,0.101
Seth Curry,BKN,31,2-Jun,74,185,Duke,USA,Undrafted,Undrafted,Undrafted,48,15.2,3.4,4.1,4.6,0.011,0.085,0.186,0.606,0.18
Shai Gilgeous-Alexander,OKC,23,6-Jun,78,180,Kentucky,Canada,2018,1,11,43,22.7,4.7,5.5,-5.1,0.018,0.106,0.289,0.531,0.276
Shake Milton,PHI,25,5-Jun,77,205,Southern Methodist,USA,2018,2,54,31,9.9,3.1,2.8,-3.1,0.024,0.097,0.197,0.502,0.186
Shaq Buchanan,MEM,25,3-Jun,75,190,Murray State,USA,Undrafted,Undrafted,Undrafted,2,1,1,1,-8.7,0.091,0.143,0.214,0.25,0.25
Shaquille Harrison,BKN,28,4-Jun,76,195,Tulsa,USA,Undrafted,Undrafted,Undrafted,2,2,2,1.5,-12.4,0.053,0.125,0.148,0.333,0.188
Sharife Cooper,ATL,20,1-Jun,73,176,Auburn,USA,2021,2,48,11,0.6,0.5,0.5,-41.6,0,0.167,0.221,0.25,0.313
Skylar Mays,ATL,24,4-Jun,76,205,Louisiana State,USA,2020,2,50,23,3.4,1.1,0.7,-10,0.023,0.097,0.152,0.6,0.119
Solomon Hill,ATL,30,6-Jun,78,226,Arizona,USA,2013,1,23,13,0.6,1.8,0.9,14.3,0.043,0.115,0.064,0.2,0.117
Spencer Dinwiddie,DAL,28,6-Jun,78,215,Colorado,USA,2014,2,38,46,12.3,4.6,5.7,-3.2,0.026,0.118,0.2,0.5,0.287
Stanley Johnson,LAL,25,6-Jun,78,242,Arizona,USA,2015,1,8,24,6.5,3.2,1.4,0.1,0.03,0.108,0.122,0.567,0.08
Stephen Curry,GSW,33,2-Jun,74,185,Davidson,USA,2009,1,7,54,25.8,5.3,6.3,11.9,0.016,0.124,0.297,0.594,0.285
